,categoryName,categoryId,categoryUrl,foodImageUrl,recipeDescription,recipePublishday,shop,pickup,recipeId,nickname,smallImageUrl,recipeMaterial,recipeIndication,recipeCost,rank,recipeUrl,mediumImageUrl,recipeTitle,category,和食,洋食,中華,他,genre
1045,茶碗蒸し,,https://recipe.rakuten.co.jp/category/33-354/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/36b4304f5b92d87c64c196b82c0aae19567f4a16.29.2.3.2.jpg,ぷるぷるの茶碗蒸しです。具を変えても卵と水、白だしの量は変わりません。,2016/09/09 01:38:54,0,1,1780018027,管理栄養士きゃさりん,https://image.space.rakuten.co.jp/d/strg/ctrl/3/36b4304f5b92d87c64c196b82c0aae19567f4a16.29.2.3.2.jpg?thum=55,"['焼き穴子', 'ちくわ', '卵', '白だし', '水', '塩', '酒', '三つ葉']",約30分,300円前後,4,https://recipe.rakuten.co.jp/recipe/1780018027/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/36b4304f5b92d87c64c196b82c0aae19567f4a16.29.2.3.2.jpg?thum=54,白だしで簡単に！穴子のぷるぷる茶碗蒸し,2.0,1.0,0.0,0.0,0.0,1
1046,キッシュ,,https://recipe.rakuten.co.jp/category/33-355/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/63c7a143175973f9737b50fdd5b87e4dbe2a3b72.04.2.3.2.jpg,生地付きは取り分けるのも簡単でパーティの時に出しても手で持てるから食べやすい♪お客さんには買って来たの～？って良く聞かれます。簡単なのにお料理上手に見られる１品,2011/02/04 21:47:01,0,1,1180000573,cinabre,https://image.space.rakuten.co.jp/d/strg/ctrl/3/63c7a143175973f9737b50fdd5b87e4dbe2a3b72.04.2.3.2.jpg?thum=55,"['●小麦粉（薄力粉）', '●オリーブオイル', '●牛乳', '●塩', 'ほうれん草', 'ベーコン', '★玉子', '★牛乳', '★マヨネーズ', '★ピザチーズ', '★塩コショウ']",約1時間,指定なし,2,https://recipe.rakuten.co.jp/recipe/1180000573/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/63c7a143175973f9737b50fdd5b87e4dbe2a3b72.04.2.3.2.jpg?thum=54,お家パーティ★生地も簡単！ほうれん草のキッシュ★,2.0,0.0,1.0,0.0,0.0,2
1047,キッシュ,,https://recipe.rakuten.co.jp/category/33-355/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/020af289a9d5bf34bd187124f73312ae9301bd51.52.2.3.2.jpg,あっと言う間に出来ちゃう♪おもてなしにもどうぞ！！,2014/03/03 15:38:03,0,0,1490005046,cocoa&nana,https://image.space.rakuten.co.jp/d/strg/ctrl/3/020af289a9d5bf34bd187124f73312ae9301bd51.52.2.3.2.jpg?thum=55,"['冷凍パイシート（正方形）18ｃｍ', 'ベーコン（ブロック）', '玉ねぎ', 'シメジ', 'ほうれん草', '☆卵', '☆牛乳', '☆パルメザンチーズ', '塩\u3000コショウ', 'オリーブオイル']",約30分,300円前後,3,https://recipe.rakuten.co.jp/recipe/1490005046/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/020af289a9d5bf34bd187124f73312ae9301bd51.52.2.3.2.jpg?thum=54,簡単！冷凍パイシートでキッシュ☆,2.0,0.0,1.0,0.0,0.0,2
1048,キッシュ,,https://recipe.rakuten.co.jp/category/33-355/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/05e1b889e06bbdfe80c15f7e5b74ab1d70e20143.03.2.3.2.jpg,意外と簡単！,2014/02/14 22:57:58,0,1,1580035893,さくらんぼ3334133,https://image.space.rakuten.co.jp/d/strg/ctrl/3/05e1b889e06bbdfe80c15f7e5b74ab1d70e20143.03.2.3.2.jpg?thum=55,"['ほうれん草', 'ベーコン', 'しめじ', '卵', '牛乳', '冷凍パイシート', '塩コショウ', 'パルメザンチーズ']",指定なし,指定なし,4,https://recipe.rakuten.co.jp/recipe/1580035893/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/05e1b889e06bbdfe80c15f7e5b74ab1d70e20143.03.2.3.2.jpg?thum=54,おもてなし料理☆ほうれんそうのキッシュ,2.0,0.0,1.0,0.0,0.0,2
1049,オムレツ,,https://recipe.rakuten.co.jp/category/33-356/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/8841bc080148b5c5db5feed272ba9e4a7545b13d.37.2.3.2.jpg,もやしでカサ増ししたキャベツをレンチンしてから卵で巻きました。野菜を油で炒めないから簡単＆ヘルシー♪「ちょっとしたコツ」で、中の野菜もバラけず食べやすいです♪,2015/06/06 15:46:45,0,1,1790011313,ちえ'sキッチン,https://image.space.rakuten.co.jp/d/strg/ctrl/3/8841bc080148b5c5db5feed272ba9e4a7545b13d.37.2.3.2.jpg?thum=55,"['キャベツ', 'もやし', '塩コショー', '卵', 'サラダ油', 'お好みソース', 'マヨネーズ', '青のり']",約10分,100円以下,1,https://recipe.rakuten.co.jp/recipe/1790011313/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/8841bc080148b5c5db5feed272ba9e4a7545b13d.37.2.3.2.jpg?thum=54,節約ヘルシー♪オムキャベもやし,2.0,1.0,0.0,0.0,0.0,1
1057,スクランブルエッグ,,https://recipe.rakuten.co.jp/category/33-358/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5af453cc96b1849fa2569ed95b8aa0c53b7edeb0.24.2.3.2.jpg,とろりととろけたチーズが濃厚でおいしいスクランブルエッグです。,2015/03/25 07:08:46,0,0,1770021250,うーころちゃん,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5af453cc96b1849fa2569ed95b8aa0c53b7edeb0.24.2.3.2.jpg?thum=55,"['卵', 'とろけるチーズ', '塩こしょう', 'バター', '乾燥パセリ']",5分以内,100円以下,4,https://recipe.rakuten.co.jp/recipe/1770021250/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5af453cc96b1849fa2569ed95b8aa0c53b7edeb0.24.2.3.2.jpg?thum=54,ふわふわとろとろ☆チーズのスクランブルエッグ,2.0,0.0,1.0,0.0,0.0,2
1059,煮卵,,https://recipe.rakuten.co.jp/category/33-359/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b2d32d7bad02b8304f02ba2ab0c323a350944982.60.2.3.2.jpg,最強作り置きおかず！お弁当にもおつまみにも、おにぎりの具にもできちゃいます＼(^^)／,2017/08/10 10:07:48,0,0,1370011879,やえまる,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b2d32d7bad02b8304f02ba2ab0c323a350944982.60.2.3.2.jpg?thum=55,"['卵', '水（茹で用）', '☆水（味付け用）', '☆酒', '☆みりん', '☆醤油', '☆白だし']",1時間以上,300円前後,3,https://recipe.rakuten.co.jp/recipe/1370011879/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b2d32d7bad02b8304f02ba2ab0c323a350944982.60.2.3.2.jpg?thum=54,ラーメン屋より美味しい！絶品味玉♡,2.0,0.0,0.0,1.0,0.0,3
1068,スコッチエッグ,,https://recipe.rakuten.co.jp/category/33-363/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/0b8e312209fe259859692faa29effdf50f9859bb.21.2.3.2.jpg,ハンバーグのたねにうずらの卵を中に入れて揚げたスコッチエッグです。,2015/06/19 14:43:11,0,0,1120008534,tukuyo93,https://image.space.rakuten.co.jp/d/strg/ctrl/3/0b8e312209fe259859692faa29effdf50f9859bb.21.2.3.2.jpg?thum=55,"['うずらの卵', '合挽き肉', '玉ねぎ', 'サラダ油', '○パン粉', '○牛乳', '塩・こしょう', 'ナツメグ', '卵', 'とき卵', 'パン粉', '小麦粉', '揚げ油']",約30分,300円前後,1,https://recipe.rakuten.co.jp/recipe/1120008534/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/0b8e312209fe259859692faa29effdf50f9859bb.21.2.3.2.jpg?thum=54,うずら卵のスコッチエッグ,2.0,0.0,1.0,0.0,0.0,2
1069,スコッチエッグ,,https://recipe.rakuten.co.jp/category/33-363/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/29edf5c1f5f9e2ae097b3e43c0780965f9af0f83.65.2.3.2.jpg,ハンバーグが作れる方なら、後は衣をつけて揚げるだけです！冷凍庫を上手く活用して下さいね。,2010/10/02 12:23:22,0,1,1840000039,torezu,https://image.space.rakuten.co.jp/d/strg/ctrl/3/29edf5c1f5f9e2ae097b3e43c0780965f9af0f83.65.2.3.2.jpg?thum=55,"['ゆで卵\u3000', 'ひき肉\u3000', '玉ねぎ\u3000', '卵\u3000', '牛乳\u3000', 'パン粉\u3000', '塩コショウ\u3000', '付け合せの野菜\u3000', '小麦粉(衣用)\u3000', '溶き卵(衣用)\u3000', 'パン粉(衣用)\u3000']",約30分,500円前後,2,https://recipe.rakuten.co.jp/recipe/1840000039/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/29edf5c1f5f9e2ae097b3e43c0780965f9af0f83.65.2.3.2.jpg?thum=54,卵のボリュームおかず！スコッチエッグ!!,2.0,0.0,1.0,0.0,0.0,2
1070,スコッチエッグ,,https://recipe.rakuten.co.jp/category/33-363/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4753e172a7533bb877b11e50196714227bc3c8f7.14.2.3.2.jpg,昔、遠足や運動会のお弁当に入っていたスコッチエッグ。うずらの卵を使ってミニサイズで作りました。,2014/04/12 11:42:57,0,0,1980007143,デラみーやん,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4753e172a7533bb877b11e50196714227bc3c8f7.14.2.3.2.jpg?thum=55,"['うずらの卵', 'ブロッコリー', 'さつまいも', 'ニンジン', '薄力粉（ノリ用）', '牛豚合挽き', '玉ねぎ', 'キャベツ', 'パン粉（ハンバーグ種用）', '☆ナツメグ', '☆塩胡椒', '☆酒', '☆ケチャップ', '薄力粉', '水', 'パン粉', 'トマト', 'レタス', 'オリーブオイル']",約1時間,300円前後,3,https://recipe.rakuten.co.jp/recipe/1980007143/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4753e172a7533bb877b11e50196714227bc3c8f7.14.2.3.2.jpg?thum=54,うずら卵と野菜でプチスコッチエッグ,2.0,0.0,1.0,0.0,0.0,2
1071,スコッチエッグ,,https://recipe.rakuten.co.jp/category/33-363/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/14c1b600e143096e905d2c3b376f056a38650421.50.2.3.2.jpg,うずらの卵で、小ぶりなスコッチエッグを。,2017/05/23 11:10:53,0,0,1170013702,AKDENiZ,https://image.space.rakuten.co.jp/d/strg/ctrl/3/14c1b600e143096e905d2c3b376f056a38650421.50.2.3.2.jpg?thum=55,"['合挽きミンチ', '卵', 'たまねぎ', '塩', 'パン粉', '牛乳', 'オールスパイス', '胡椒', 'ウズラの卵', '（衣）小麦粉、溶き卵、パン粉']",約30分,指定なし,4,https://recipe.rakuten.co.jp/recipe/1170013702/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/14c1b600e143096e905d2c3b376f056a38650421.50.2.3.2.jpg?thum=54,うずらの卵入りスコッチエッグ,2.0,0.0,1.0,0.0,0.0,2
1072,卵とじ,,https://recipe.rakuten.co.jp/category/33-364/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/920218130b1fe7d4b0322615cc46f0b1865b0a37.08.2.3.2.jpg,"簡単で美味しいといったらこれ！
こつは何もいりません。",2015/06/15 10:30:35,0,0,1970008645,なんこつ3,https://image.space.rakuten.co.jp/d/strg/ctrl/3/920218130b1fe7d4b0322615cc46f0b1865b0a37.08.2.3.2.jpg?thum=55,"['ほうれん草', '卵', '牛乳（豆乳）', '鶏ガラスープのもと', 'みりん', '醤油', 'サラダ油']",約10分,100円以下,2,https://recipe.rakuten.co.jp/recipe/1970008645/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/920218130b1fe7d4b0322615cc46f0b1865b0a37.08.2.3.2.jpg?thum=54,定番で美味しい。ほうれん草の卵とじ,2.0,1.0,0.0,0.0,0.0,1
1074,卵とじ,,https://recipe.rakuten.co.jp/category/33-364/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5c499cc367c89d225c8017203fc7376fae6e13c3.65.2.3.2.jpg,小松菜がどんどん食べられちゃいます。卵と相性抜群です！,2019/03/13 18:48:25,0,0,1520015762,TAKA-TT,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5c499cc367c89d225c8017203fc7376fae6e13c3.65.2.3.2.jpg?thum=55,"['小松菜', '卵', '★酒', '★醬油、鶏ガラスープの素', '★塩']",5分以内,100円以下,4,https://recipe.rakuten.co.jp/recipe/1520015762/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5c499cc367c89d225c8017203fc7376fae6e13c3.65.2.3.2.jpg?thum=54,★小松菜と卵の中華風炒め★,2.0,0.0,0.0,1.0,0.0,3
1076,薄焼き卵,,https://recipe.rakuten.co.jp/category/33-365/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ab9a6c3a50922d867a7052eb8a3c081d8ec76cb5.98.2.3.2.jpg,卵1個で2人分☆,2014/07/12 14:43:09,0,1,1140018864,miyu71174,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ab9a6c3a50922d867a7052eb8a3c081d8ec76cb5.98.2.3.2.jpg?thum=55,"['卵', '○砂糖', '○塩', 'おにぎり海苔', 'スライスチーズ', 'サラダ油']",約10分,100円以下,2,https://recipe.rakuten.co.jp/recipe/1140018864/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ab9a6c3a50922d867a7052eb8a3c081d8ec76cb5.98.2.3.2.jpg?thum=54,卵1個でOK♪我が家の“くるくる海苔チーズ卵焼き”,2.0,1.0,0.0,0.0,0.0,1
1082,味付け卵,,https://recipe.rakuten.co.jp/category/33-721/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7a1e645e0b15658b7f4074274031c2dc04052b00.11.9.3.3.jpg,作り置きやお弁当にもぴったりです♡♡,2020/10/19 14:05:56,0,0,1580043406,ゆずみ0628,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7a1e645e0b15658b7f4074274031c2dc04052b00.11.9.3.3.jpg?thum=55,"['たまご', 'しょうゆ', 'みりん', '料理酒', '酢']",約15分,100円以下,4,https://recipe.rakuten.co.jp/recipe/1580043406/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7a1e645e0b15658b7f4074274031c2dc04052b00.11.9.3.3.jpg?thum=54,作り置き★簡単★半熟★味付け卵,2.0,1.0,0.0,0.0,0.0,1
1113,夏の果物,,https://recipe.rakuten.co.jp/category/34-693/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6b116fc04bd3031e9398277babd6ccbd7fb3ea55.12.2.3.2.jpg,甘めのお味とピーナッツの食感・風味がほうれん草と良く合います(*´꒳`*)胡麻和えとはまた一味違う美味しさですよ♡,2019/02/14 10:49:07,0,0,1510021495,みさきらりんず,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6b116fc04bd3031e9398277babd6ccbd7fb3ea55.12.2.3.2.jpg?thum=55,"['ほうれん草(小松菜でも可)', '落花生(殻付き)', '★ヤマサ昆布つゆ', '★醤油', '★砂糖']",約15分,指定なし,1,https://recipe.rakuten.co.jp/recipe/1510021495/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6b116fc04bd3031e9398277babd6ccbd7fb3ea55.12.2.3.2.jpg?thum=54,★ほうれん草のピーナッツ和え★,2.0,1.0,0.0,0.0,0.0,1
1129,厚揚げ,,https://recipe.rakuten.co.jp/category/35-467/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7d6d9c8268fadd8f6eeb993b70c653c5b1504d68.37.2.3.2.jpg,主な材料は厚揚げだけ！厚揚げを豚肉に見立てた生姜焼きに大根おろしを加えて、さらにタレが絡みやすくなりました。あと一品、のとき助かりますよ～♪お酒のお供にも◎,2014/06/19 10:17:44,0,1,1790009845,ちえ'sキッチン,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7d6d9c8268fadd8f6eeb993b70c653c5b1504d68.37.2.3.2.jpg?thum=55,"['厚揚げ', '片栗粉', 'サラダ油', '・めんつゆ(３倍濃縮)', '・しょうゆ', '・大根おろし', '・酒', '・砂糖', '・しょうが(チューブ)', '・にんにく(チューブ)', '青ネギ(小口切り)']",約15分,100円以下,1,https://recipe.rakuten.co.jp/recipe/1790009845/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7d6d9c8268fadd8f6eeb993b70c653c5b1504d68.37.2.3.2.jpg?thum=54,コロコロ厚揚げのみぞれ生姜焼き♪,2.0,1.0,0.0,0.0,0.0,1
1130,厚揚げ,,https://recipe.rakuten.co.jp/category/35-467/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1b4f9978143dcdc9f14d6caee81f9c52cb031897.74.2.3.2.jpg,トロ～リそぼろあんが、厚揚げにしっかりからんで美味しいです♪,2011/07/14 21:18:34,0,1,1370002053,かもめのタマゴ,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1b4f9978143dcdc9f14d6caee81f9c52cb031897.74.2.3.2.jpg?thum=55,"['厚揚げ', '豚ひき肉', 'しょうが', '☆出し汁', '☆酒', '☆砂糖', '☆みりん', '☆しょう油', 'サラダ油', '片栗粉', '片栗粉を溶く水']",指定なし,指定なし,2,https://recipe.rakuten.co.jp/recipe/1370002053/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1b4f9978143dcdc9f14d6caee81f9c52cb031897.74.2.3.2.jpg?thum=54,厚揚げのそぼろあんかけ,2.0,1.0,0.0,0.0,0.0,1
1131,厚揚げ,,https://recipe.rakuten.co.jp/category/35-467/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/df53ca4f32072f04b0065e72fad604ee6187e0ed.58.2.3.2.jpg,厚揚げと大根を使った煮物です。,2012/06/22 19:07:28,0,0,1200003164,debureds,https://image.space.rakuten.co.jp/d/strg/ctrl/3/df53ca4f32072f04b0065e72fad604ee6187e0ed.58.2.3.2.jpg?thum=55,"['厚揚げ', '大根（正味）', 'だし汁（昆布・かつお節）', '砂糖', 'みりん', 'しょうゆ']",指定なし,指定なし,3,https://recipe.rakuten.co.jp/recipe/1200003164/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/df53ca4f32072f04b0065e72fad604ee6187e0ed.58.2.3.2.jpg?thum=54,厚揚げと大根の煮物,2.0,1.0,0.0,0.0,0.0,1
1132,納豆,,https://recipe.rakuten.co.jp/category/35-468/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b682e68f9ef9d9bee25803875daa20e3d6014dc6.57.2.3.2.jpg,つまみに最適です,2014/01/14 18:37:00,0,1,1500010836,bapaksan,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b682e68f9ef9d9bee25803875daa20e3d6014dc6.57.2.3.2.jpg?thum=55,"['○納豆', '○練り辛子', '○小ネギ', '○片栗粉', '醤油']",5分以内,100円以下,2,https://recipe.rakuten.co.jp/recipe/1500010836/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b682e68f9ef9d9bee25803875daa20e3d6014dc6.57.2.3.2.jpg?thum=54,絶対うまい、カリカリサクサク納豆焼き,2.0,1.0,0.0,0.0,0.0,1
1135,高野豆腐,,https://recipe.rakuten.co.jp/category/35-469/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/27f2c1215355281286a0ab4bd31a3fa1b2c51529.24.2.3.2.jpg,栄養満点、やさしい味わいの煮物です。,2016/09/16 23:05:23,0,0,1770023169,うーころちゃん,https://image.space.rakuten.co.jp/d/strg/ctrl/3/27f2c1215355281286a0ab4bd31a3fa1b2c51529.24.2.3.2.jpg?thum=55,"['高野豆腐（湯戻し不要の一口サイズ）', 'いんげん', '卵', '☆しょうゆ', '☆砂糖', '☆みりん', '☆和風だし', '☆塩', '☆水']",約15分,100円以下,1,https://recipe.rakuten.co.jp/recipe/1770023169/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/27f2c1215355281286a0ab4bd31a3fa1b2c51529.24.2.3.2.jpg?thum=54,栄養満点☆高野豆腐の卵とじ,2.0,1.0,0.0,0.0,0.0,1
1137,高野豆腐,,https://recipe.rakuten.co.jp/category/35-469/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/482d7e3c486f56f954b00062286d2d6ccb222771.61.2.3.2.jpg,高野豆腐に衣をつけてサクッと揚げ、照り焼きソースを絡めました。,2016/10/03 18:44:35,0,0,1530005085,liqueur,https://image.space.rakuten.co.jp/d/strg/ctrl/3/482d7e3c486f56f954b00062286d2d6ccb222771.61.2.3.2.jpg?thum=55,"['高野豆腐', '片栗粉', '☆醤油', '☆砂糖', '☆みりん', '☆酒', 'サラダオイル', '白炒り胡麻']",約10分,300円前後,3,https://recipe.rakuten.co.jp/recipe/1530005085/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/482d7e3c486f56f954b00062286d2d6ccb222771.61.2.3.2.jpg?thum=54,照り焼き高野豆腐,2.0,1.0,0.0,0.0,0.0,1
1144,油揚げ,,https://recipe.rakuten.co.jp/category/35-473/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/cb54fcf330156982aa05e622a1bc9e4f45033fc9.57.2.3.2.jpg,簡単居酒屋メニューです(^o^),2015/03/30 22:01:01,0,1,1780016229,きのこのみみ,https://image.space.rakuten.co.jp/d/strg/ctrl/3/cb54fcf330156982aa05e622a1bc9e4f45033fc9.57.2.3.2.jpg?thum=55,"['薄揚げ', '○味噌', '○酒、砂糖', '○マヨネーズ', 'とろけるチーズ', 'ネギ小口切り']",5分以内,100円以下,4,https://recipe.rakuten.co.jp/recipe/1780016229/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/cb54fcf330156982aa05e622a1bc9e4f45033fc9.57.2.3.2.jpg?thum=54,居酒屋☆薄揚げの味噌マヨチーズ焼き,2.0,1.0,0.0,0.0,0.0,1
1148,塩豆腐,,https://recipe.rakuten.co.jp/category/35-475/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2d427e5b33d1812425ba29d8b12affc22bdf02b7.92.2.3.2.jpg,"水切りした木綿豆腐を、塩麹にひと晩漬け込みます。
４～５日漬け込むと、ねっとりチーズのようなコクと濃厚な味わいになります。
お酒の肴にいいですよ♪",2011/11/09 09:59:43,0,0,1390008139,はなまる子♪,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2d427e5b33d1812425ba29d8b12affc22bdf02b7.92.2.3.2.jpg?thum=55,"['木綿豆腐', '塩麹', '白すり胡麻']",約15分,100円以下,1,https://recipe.rakuten.co.jp/recipe/1390008139/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2d427e5b33d1812425ba29d8b12affc22bdf02b7.92.2.3.2.jpg?thum=54,塩麹で”チーズのような味わい塩豆腐”おつまみに！,2.0,1.0,0.0,0.0,0.0,1
1150,塩豆腐,,https://recipe.rakuten.co.jp/category/35-475/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/87fb86c2f91976f5a214af920114f591afdf74e5.94.2.3.2.jpg,この玉ねぎ坊主は、とても美味しいです。つみれは、野菜つみれです。塩とうふは、煮崩れしない美味しいお豆腐です。彩が寂しいので、板蒲鉾も加えました。,2015/11/23 20:57:14,0,0,1600018719,2727椿,https://image.space.rakuten.co.jp/d/strg/ctrl/3/87fb86c2f91976f5a214af920114f591afdf74e5.94.2.3.2.jpg?thum=55,"['玉ねぎ坊主（玉葱入りの蒲鉾）', 'つみれ', '塩とうふ', '椎茸', 'えんどう', '板蒲鉾', '昆布', '本つゆ', '根昆布だし', '水']",約15分,指定なし,3,https://recipe.rakuten.co.jp/recipe/1600018719/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/87fb86c2f91976f5a214af920114f591afdf74e5.94.2.3.2.jpg?thum=54,玉ねぎ坊主と、つみれの煮物,2.0,1.0,0.0,0.0,0.0,1
1151,塩豆腐,,https://recipe.rakuten.co.jp/category/35-475/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c11037392c85bcfb8c9201aed9c6dc8eaf79db12.92.2.3.2.jpg,"塩麹に漬け込んでチーズのような塩豆腐にフレッシュトマトとチーズがとろ～り！
オーブントースターでこんがり焼きました。",2012/06/08 01:31:08,0,0,1390012178,はなまる子♪,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c11037392c85bcfb8c9201aed9c6dc8eaf79db12.92.2.3.2.jpg?thum=55,"['トマト（中）', '塩麹豆腐', 'ベーコン', 'こしょう', 'オリーブオイル（生食用）', '・よつ葉乳業', '北海道十勝３種のチーズ\u3000のびーる', 'パセリ（ドライ）']",約15分,指定なし,4,https://recipe.rakuten.co.jp/recipe/1390012178/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/c11037392c85bcfb8c9201aed9c6dc8eaf79db12.92.2.3.2.jpg?thum=54,塩麹豆腐とトマトのチーズ焼き,2.0,0.0,1.0,0.0,0.0,2
1153,その他の大豆・豆腐,,https://recipe.rakuten.co.jp/category/35-476/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fa6bfc94049e05dcc0e586b8665558bf5ead0c33.86.2.3.2.jpg,"揚げないのでとっても簡単♪ササっと出来ちゃいます。茄子以外の野菜や、豆腐だけで作っても美味しいです。
Pickupレシピコーナーに紹介していただきました。",2012/01/25 18:29:56,0,1,1890004637,☆ゆぅ♪☆,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fa6bfc94049e05dcc0e586b8665558bf5ead0c33.86.2.3.2.jpg?thum=55,"['木綿豆腐', '茄子(なくてもOK)', 'コネギ', '★めんつゆ(３倍濃縮)', '★みりん', '★水', '片栗粉']",約15分,300円前後,4,https://recipe.rakuten.co.jp/recipe/1890004637/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fa6bfc94049e05dcc0e586b8665558bf5ead0c33.86.2.3.2.jpg?thum=54,簡単！揚げない！揚げだし豆腐♪,2.0,1.0,0.0,0.0,0.0,1
1154,豆類,,https://recipe.rakuten.co.jp/category/35-477/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2158ea7f5100d3c2a3214822f46cbf9861d94a2f.48.2.3.2.jpg,栄養価の高い大豆の煮ものです★,2011/02/06 18:36:15,0,1,1910001184,もがみか,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2158ea7f5100d3c2a3214822f46cbf9861d94a2f.48.2.3.2.jpg?thum=55,"['大豆（水煮）', 'にんじん', 'れんこん', 'ごぼう', 'こんにゃく', '干しシイタケ', '水', '砂糖', '塩', '濃口しょうゆ']",約1時間,300円前後,2,https://recipe.rakuten.co.jp/recipe/1910001184/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2158ea7f5100d3c2a3214822f46cbf9861d94a2f.48.2.3.2.jpg?thum=54,栄養満点★五目豆,2.0,1.0,0.0,0.0,0.0,1
1155,豆類,,https://recipe.rakuten.co.jp/category/35-477/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fd06876e7ce362d6edf0e1c5073e70aa6d7fcb11.11.2.3.2.jpg,築地三栄商会でも大人気の信州産高原花豆（大粒）！食べごたえ満点♬　信州産の花豆は何と言ってもその大きさ・見た目・味と全てにおいて◎煮方はじっくり時間をかけて！,2017/08/08 20:41:56,0,0,1420011758,築地・豆雑穀問屋　三栄商会,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fd06876e7ce362d6edf0e1c5073e70aa6d7fcb11.11.2.3.2.jpg?thum=55,"['高原花豆', '砂糖', '塩']",1時間以上,"1,000円前後",3,https://recipe.rakuten.co.jp/recipe/1420011758/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fd06876e7ce362d6edf0e1c5073e70aa6d7fcb11.11.2.3.2.jpg?thum=54,豆屋おすすめ！高原花豆の煮豆（高原紫花豆）,2.0,1.0,0.0,0.0,0.0,1
